,Month,Decade,Type,Country,Area,Location,Activity,Fatal,Time
1244,Jun-Aug,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",sports table,N,unknown
1245,Jun-Aug,2000,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",low water,N,unknown
1246,Jun-Aug,2000,Unprovoked,BRAZIL,Bahia,Guarajuba,fishing,N,unknown
1247,Jun-Aug,2000,Boating,USA,California,"West Cove, Catalina Island",low water,N,18-22
1248,Jun-Aug,2000,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",low water,N,12-17
1249,Mar-May,2000,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",sports table,N,12-17
1250,Mar-May,2000,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",unknown,N,unknown
1251,Mar-May,2000,Boating,SCOTLAND,Easter Ross,Balintore Bay,sports table,N,7-11
1252,Mar-May,2000,Unprovoked,USA,South Carolina,Cherry Grove,sports table,N,unknown
1253,Mar-May,2000,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",underwater,N,low afluency
1254,Mar-May,2000,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",low water,N,7-11
1255,Mar-May,2000,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,fishing,N,12-17
1256,Mar-May,2000,Unprovoked,MEXICO,Guerro,Playa Linda,low water,N,12-17
1257,Mar-May,2000,Unprovoked,MEXICO,Guerro,Pantla Beach,fishing,Y,unknown
1258,Mar-May,2000,Unprovoked,FIJI,Yasawa Islands,Turtle Island,sports table,Y,12-17
1259,Mar-May,2000,Unprovoked,AUSTRALIA,Western Australia,Albany,sports table,N,7-11
1260,Mar-May,2000,Unprovoked,NEW CALEDONIA,North Province,Hienghène,sports table,N,7-11
1261,Mar-May,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",low water,N,7-11
1262,Mar-May,2000,Provoked,SOUTH AFRICA,unknown,unknown,sports table,N,7-11
1263,Mar-May,2000,Unprovoked,MEXICO,Guerro,Troncones Beach,low water,Y,7-11
1265,Mar-May,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,N,unknown
1266,Mar-May,2000,Unprovoked,NEW CALEDONIA,North Province,Poindimié,underwater,N,unknown
1267,Mar-May,2000,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",low water,N,18-22
1268,Mar-May,2000,Unprovoked,USA,California,"Solana Beach, San Diego County",sports table,Y,7-11
1269,Mar-May,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",sports table,N,12-17
1270,Mar-May,2000,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,fishing,UNKNOWN,unknown
1271,Mar-May,2000,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,low water,unknown,unknown
1272,Mar-May,2000,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",sports table,unknown,unknown
1273,Mar-May,2000,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",low water,unknown,7-11
1274,Mar-May,2000,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",low water,N,12-17
1275,Mar-May,2000,Unprovoked,FIJI,unknown,unknown,fishing,N,unknown
1276,Mar-May,2000,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",sports table,N,18-22
1277,Mar-May,2000,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",sports table,N,unknown
1278,Mar-May,2000,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",low water,Y,7-11
1279,Mar-May,2000,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",low water,N,12-17
1280,Mar-May,2000,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,unknown,N,12-17
1281,Mar-May,2000,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",sports table,N,7-11
1282,Dec-Feb,2000,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",underwater,N,7-11
1283,Dec-Feb,2000,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",fishing,N,unknown
1284,Dec-Feb,2000,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",sports table,N,12-17
1285,Dec-Feb,2000,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",sports table,N,unknown
1286,Dec-Feb,2000,Unprovoked,USA,California," Huntington Beach, Orange County",unknown,N,unknown
1287,unknown,2000,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",underwater,Y,unknown
1288,Dec-Feb,2000,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,unknown,N,unknown
1289,Dec-Feb,2000,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",unknown,N,7-11
1290,Dec-Feb,2000,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,low water,N,unknown
1291,Dec-Feb,2000,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",unknown,N,12-17
1292,Dec-Feb,2000,Provoked,JAPAN,Tokyo Bay,unknown,sports table,unknown,unknown
1293,unknown,2000,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",fishing,N,unknown
1294,unknown,2000,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta  ,sports table,N,unknown
1295,Dec-Feb,2000,Invalid,NEW ZEALAND,South Island,Marfells Beach,sports table,unknown,unknown
1296,Dec-Feb,2000,Boat,NEW ZEALAND,North Island,Omaha Beach,underwater,N,unknown
1297,Dec-Feb,2000,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",sports table,N,7-11
1298,Dec-Feb,2000,Provoked,USA,Florida,"Off Fort Pierce, St. Lucie County",low water,N,unknown
1299,Dec-Feb,2000,Unprovoked,MEXICO,Baja California,Playas de Tijuana,low water,N,18-22
1300,Dec-Feb,2000,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,sports table,N,7-11
1301,Dec-Feb,2000,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,unknown,sports table,unknown,unknown
1302,Dec-Feb,2000,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,unknown,N,unknown
1303,Sep-Nov,2000,Unprovoked,AUSTRALIA,Queensland,South Stradbroke Island,fishing,N,unknown
1304,Sep-Nov,2000,Invalid,AUSTRALIA,New South Wales,Bondi ,sports table,unknown,12-17
1305,Sep-Nov,2000,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",sports table,N,12-17
1306,Sep-Nov,2000,Unprovoked,NEW ZEALAND,South Island,Kaikoura,sports table,N,7-11
1307,Sep-Nov,2000,Unprovoked,BRAZIL,Pernambuco,Itamaracá,sports table,N,7-11
1308,Sep-Nov,2000,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,sports table,N,7-11
1309,Sep-Nov,2000,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",underwater,N,unknown
1310,Sep-Nov,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,low water,N,12-17
1311,Sep-Nov,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,N,7-11
1312,Sep-Nov,2000,Unprovoked,USA,Florida,"Round Island Park, Indian River County",fishing,N,12-17
1313,Sep-Nov,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,sports table,N,18-22
1314,Sep-Nov,2000,Invalid,MEXICO,Baja California,Guadalupe Island,sports table,unknown,7-11
1315,Sep-Nov,2000,Unprovoked,USA,Hawaii,"Wailea, Maui",sports table,N,7-11
1316,Sep-Nov,2000,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,unknown,N,12-17
1317,Sep-Nov,2000,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,low water,N,7-11
1318,Sep-Nov,2000,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",fishing,N,12-17
1319,Sep-Nov,2000,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",sports table,N,7-11
1320,Sep-Nov,2000,Unprovoked,USA,California,"Santa Monica, Los Angeles County",low water,N,7-11
1321,Sep-Nov,2000,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,underwater,Y,unknown
1322,Sep-Nov,2000,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",sports table,Y,unknown
1323,Sep-Nov,2000,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,sports table,N,18-22
1324,Sep-Nov,2000,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",fishing,N,unknown
1325,Sep-Nov,2000,Unprovoked,EGYPT,Red Sea,Daedalus Reef ,low water,N,7-11
1326,Sep-Nov,2000,Invalid,USA,Florida,Jupiter Inlet,sports table,unknown,7-11
1327,Sep-Nov,2000,Unprovoked,USA,Florida,Huguenot Park,underwater,N,12-17
1328,Sep-Nov,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",low water,N,7-11
1329,Sep-Nov,2000,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,low water,N,12-17
1330,Sep-Nov,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",low water,N,18-22
1331,Sep-Nov,2000,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",unknown,N,7-11
1332,Sep-Nov,2000,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",low water,N,7-11
1333,Jun-Aug,2000,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",low water,N,12-17
1334,Jun-Aug,2000,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",sports table,N,7-11
1335,Jun-Aug,2000,Unprovoked,USA,South Carolina,Sullivan's Island,sports table,N,12-17
1337,Jun-Aug,2000,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",underwater,N,unknown
1338,Jun-Aug,2000,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",fishing,N,18-22
1339,Jun-Aug,2000,Unprovoked,USA,California,"Marina State Beach, Monterey County",low water,N,18-22
1341,Jun-Aug,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,N,7-11
1342,Jun-Aug,2000,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,low water,N,low afluency
1343,Jun-Aug,2000,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",low water,N,12-17
1344,Jun-Aug,2000,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",low water,N,18-22
1346,Jun-Aug,2000,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",sports table,N,12-17
1347,Jun-Aug,2000,Unprovoked,USA,Florida,Sarasota Bay,unknown,N,12-17
1349,Jun-Aug,2000,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",sports table,N,low afluency
1350,Jun-Aug,2000,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",unknown,N,unknown
1352,Jun-Aug,2000,Unprovoked,USA,Florida,"Islamorada, Monroe County",underwater,N,12-17
1353,Jun-Aug,2000,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",low water,N,7-11
1354,Jun-Aug,2000,Unprovoked,USA,California,"Imperial Beach, San Diego County",low water,N,12-17
1355,Jun-Aug,2000,Unprovoked,USA,California,"Malibu, Los Angeles County",underwater,N,unknown
1356,Jun-Aug,2000,Boating,USA,California,"Bean Hollow State Beach, San Mateo County",low water,N,7-11
1357,Jun-Aug,2000,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",low water,N,12-17
1358,Jun-Aug,2000,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,fishing,N,7-11
1359,Jun-Aug,2000,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",sports table,N,12-17
1360,Jun-Aug,2000,Provoked,NORWAY,Oslo Fjord,Sjøstrand,low water,N,12-17
1361,Jun-Aug,2000,Invalid,USA,California,"Faria Beach, Ventura County",unknown,unknown,unknown
1362,Jun-Aug,2000,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",unknown,N,unknown
1363,Jun-Aug,2000,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,low water,N,7-11
1364,Jun-Aug,2000,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",sports table,N,12-17
1365,Jun-Aug,2000,Unprovoked,REUNION,unknown,Boucan Canot,sports table,N,7-11
1366,Jun-Aug,2000,Invalid,SENEGAL,unknown,unknown,sports table,unknown,12-17
1367,Jun-Aug,2000,Provoked,USA,Florida,Marques Island,low water,N,7-11
1368,Jun-Aug,2000,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",sports table,N,unknown
1369,Mar-May,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",low water,N,12-17
1370,Mar-May,2000,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",unknown,N,7-11
1371,Mar-May,2000,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",fishing,unknown,12-17
1372,Mar-May,2000,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",low water,N,12-17
1373,Mar-May,2000,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",sports table,N,12-17
1374,Mar-May,2000,Unprovoked,USA,South Carolina,Garden City,sports table,N,12-17
1375,Mar-May,2000,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",underwater,N,unknown
1376,Mar-May,2000,Provoked,ENGLAND,Kent,Folkestone,low water,N,12-17
1377,Mar-May,2000,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",underwater,N,7-11
1378,Mar-May,2000,Unprovoked,AUSTRALIA,Victoria,Warrnambool,low water,N,7-11
1380,Mar-May,2000,Unprovoked,SEYCHELLES,Bird Island,unknown,unknown,N,unknown
1381,Mar-May,2000,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,low water,unknown,18-22
1382,Mar-May,2000,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",low water,N,12-17
1383,Mar-May,2000,Unprovoked,USA,Florida,Naples,sports table,N,12-17
1384,Mar-May,2000,Sea Disaster,TURKS & CAICOS,Providenciales,unknown,fishing,Y,unknown
1385,Mar-May,2000,Provoked,BAHAMAS,Bimini Islands,unknown,sports table,N,12-17
1386,Mar-May,2000,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",unknown,N,12-17
1387,Mar-May,2000,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",sports table,N,12-17
1389,Mar-May,2000,Boat,USA,Florida,"Florida Keys, Monroe County",unknown,N,7-11
1390,Mar-May,2000,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,sports table,N,18-22
1392,Mar-May,2000,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",fishing,N,unknown
1393,Mar-May,2000,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",low water,N,12-17
1394,Mar-May,2000,Unprovoked,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,sports table,Y,12-17
